entry_id,category,tier,label,P_effect_gt_delta,I2,n_studies,policy_fingerprint,audit_hash,path
unknown,omega-3-meta-gen-0431,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xf19b5e8079201914,entries/metabolic/omega-3-meta-gen-0431/metabolic/v1
unknown,rapamycin-alternative-long-gen-0639,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xa7d327d8072bfe11,entries/metabolic/rapamycin-alternative-long-gen-0639/longevity/v1
unknown,resveratrol-long-gen-0641,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xe6f24f5fb4c5883f,entries/metabolic/resveratrol-long-gen-0641/longevity/v1
unknown,resveratrol-long-gen-0661,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x883819cd4a85bd5e,entries/metabolic/resveratrol-long-gen-0661/longevity/v1
unknown,berberine-meta-gen-0421,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x28add19660c7f8c5,entries/metabolic/berberine-meta-gen-0421/metabolic/v1
unknown,green-tea-meta-gen-0454,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x17439b073418b785,entries/metabolic/green-tea-meta-gen-0454/metabolic/v1
unknown,pqq-long-gen-0650,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x1a63bd698ac197b4,entries/metabolic/pqq-long-gen-0650/longevity/v1
unknown,curcumin-long-gen-0607,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xe153fc492c19afe6,entries/metabolic/curcumin-long-gen-0607/longevity/v1
unknown,glutathione-long-gen-0675,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xd843e5264d568e7d,entries/metabolic/glutathione-long-gen-0675/longevity/v1
unknown,bitter-melon-meta-gen-0426,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x6b4434620cd87432,entries/metabolic/bitter-melon-meta-gen-0426/metabolic/v1
unknown,vitamin-d-meta-gen-0452,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x79521861bca015b2,entries/metabolic/vitamin-d-meta-gen-0452/metabolic/v1
unknown,astaxanthin-long-gen-0651,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x03110e7e340e07a8,entries/metabolic/astaxanthin-long-gen-0651/longevity/v1
unknown,omega-3-long-gen-0648,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x4f592e0e3a0a07f7,entries/metabolic/omega-3-long-gen-0648/longevity/v1
unknown,curcumin-meta-gen-0456,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x61efab1be34e4349,entries/metabolic/curcumin-meta-gen-0456/metabolic/v1
unknown,nmn-long-nmn-long,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xfd50e63d5a3ccc06,entries/metabolic/nmn-long-nmn-long/longevity/v1
unknown,omega-3-long-gen-0608,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xed28d3019e3e15be,entries/metabolic/omega-3-long-gen-0608/longevity/v1
unknown,vitamin-d-meta-gen-0472,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x28fe6c578046eef5,entries/metabolic/vitamin-d-meta-gen-0472/metabolic/v1
unknown,spermidine-long-sperm-mito,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xd51871fdf022bb55,entries/metabolic/spermidine-long-sperm-mito/longevity/v1
unknown,vanadium-meta-gen-0460,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xbdc95f921baf7285,entries/metabolic/vanadium-meta-gen-0460/metabolic/v1
unknown,pterostilbene-long-lon04,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x0612a10943a4dfd9,entries/metabolic/pterostilbene-long-lon04/longevity/v1
unknown,n-acetyl-cysteine-meta-gen-0458,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x32efafed498497b3,entries/metabolic/n-acetyl-cysteine-meta-gen-0458/metabolic/v1
unknown,omega-3-meta-gen-0471,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x2cdcb2e2ef436000,entries/metabolic/omega-3-meta-gen-0471/metabolic/v1
unknown,green-tea-meta-gen-0434,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x328b8014eef855b4,entries/metabolic/green-tea-meta-gen-0434/metabolic/v1
unknown,magnesium-meta-gen-0413,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xff2a29aa6a42cc11,entries/metabolic/magnesium-meta-gen-0413/metabolic/v1
unknown,carnosine-long-gen-0653,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xd56dcf3e442d8d84,entries/metabolic/carnosine-long-gen-0653/longevity/v1
unknown,carnosine-long-gen-0613,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x8a87f0147865575d,entries/metabolic/carnosine-long-gen-0613/longevity/v1
unknown,coq10-meta-gen-0470,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x6b6f83da38234376,entries/metabolic/coq10-meta-gen-0470/metabolic/v1
unknown,nmn-long-gen-0622,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xc068a4c68bccfab9,entries/metabolic/nmn-long-gen-0622/longevity/v1
unknown,bitter-melon-meta-gen-0486,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xe37190cacf17d623,entries/metabolic/bitter-melon-meta-gen-0486/metabolic/v1
unknown,vitamin-k2-long-gen-0617,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xa1b4710e49148a72,entries/metabolic/vitamin-k2-long-gen-0617/longevity/v1
unknown,vitamin-d-meta-gen-0492,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xeac86922383a1c93,entries/metabolic/vitamin-d-meta-gen-0492/metabolic/v1
unknown,fish-oil-long-fis-aging,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xff08c7ee30792132,entries/metabolic/fish-oil-long-fis-aging/longevity/v1
unknown,quercetin-long-gen-0646,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x8e468ac0920d8f9f,entries/metabolic/quercetin-long-gen-0646/longevity/v1
unknown,chromium-meta-gen-0482,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x06109d073aa5a9c5,entries/metabolic/chromium-meta-gen-0482/metabolic/v1
unknown,coq10-long-gen-0669,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x42d9ce5efefb4623,entries/metabolic/coq10-long-gen-0669/longevity/v1
unknown,quercetin-long-gen-0606,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xf8b40d3e3614754e,entries/metabolic/quercetin-long-gen-0606/longevity/v1
unknown,gymnema-meta-gen-0485,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xf9cfd4d3523f9c4f,entries/metabolic/gymnema-meta-gen-0485/metabolic/v1
unknown,rapamycin-alternative-long-gen-0659,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xd478192fd82425bb,entries/metabolic/rapamycin-alternative-long-gen-0659/longevity/v1
unknown,gymnema-meta-gen-0445,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x5bf0f3fa43b28851,entries/metabolic/gymnema-meta-gen-0445/metabolic/v1
unknown,fenugreek-meta-gen-0427,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x9e11382e1c92fe09,entries/metabolic/fenugreek-meta-gen-0427/metabolic/v1
unknown,quercetin-long-gen-0626,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x4c85ce3bc6c98549,entries/metabolic/quercetin-long-gen-0626/longevity/v1
unknown,urolithin-a-long-lon12,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xa5e29fc8129adc35,entries/metabolic/urolithin-a-long-lon12/longevity/v1
unknown,pqq-long-gen-0610,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xe896014d5a5ec303,entries/metabolic/pqq-long-gen-0610/longevity/v1
unknown,magnesium-meta-gen-0433,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xc929281ba29013ca,entries/metabolic/magnesium-meta-gen-0433/metabolic/v1
unknown,curcumin-long-lon16,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xc916fa987f42a92e,entries/metabolic/curcumin-long-lon16/longevity/v1
unknown,magnesium-meta-gen-0473,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xb425cdfb4263cb88,entries/metabolic/magnesium-meta-gen-0473/metabolic/v1
unknown,pqq-long-gen-0630,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x364255c5c16b7cda,entries/metabolic/pqq-long-gen-0630/longevity/v1
unknown,cinnamon-meta-gen-0404,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x0878b3983c565798,entries/metabolic/cinnamon-meta-gen-0404/metabolic/v1
unknown,carnitine-meta-gen-0409,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x8976f5b150ded87e,entries/metabolic/carnitine-meta-gen-0409/metabolic/v1
unknown,berberine-meta-gen-0441,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x92f0d1c96bbf0d1b,entries/metabolic/berberine-meta-gen-0441/metabolic/v1
unknown,bitter-melon-meta-gen-0446,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xad88ac5af257f464,entries/metabolic/bitter-melon-meta-gen-0446/metabolic/v1
unknown,coq10-meta-gen-0450,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xe6d5a80c15849a2d,entries/metabolic/coq10-meta-gen-0450/metabolic/v1
unknown,resveratrol-meta-gen-0475,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xdeb57f42a74d7f8d,entries/metabolic/resveratrol-meta-gen-0475/metabolic/v1
unknown,resveratrol-meta-gen-0455,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xe82dbe8f61adad8c,entries/metabolic/resveratrol-meta-gen-0455/metabolic/v1
unknown,glutathione-long-gen-0615,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x269fffcc257d79cb,entries/metabolic/glutathione-long-gen-0615/longevity/v1
unknown,glutathione-long-gen-0635,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xf47ddbe02b2bae98,entries/metabolic/glutathione-long-gen-0635/longevity/v1
unknown,omega-3-meta-gen-0411,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x4902a35ca609427f,entries/metabolic/omega-3-meta-gen-0411/metabolic/v1
unknown,nicotinamide-riboside-long-gen-0623,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x7475cca1b1b7c987,entries/metabolic/nicotinamide-riboside-long-gen-0623/longevity/v1
unknown,alpha-lipoic-acid-long-gen-0612,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xaf65e23bb845be46,entries/metabolic/alpha-lipoic-acid-long-gen-0612/longevity/v1
unknown,metformin-alternative-long-gen-0620,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x74e837fd8b815b19,entries/metabolic/metformin-alternative-long-gen-0620/longevity/v1
unknown,astaxanthin-long-gen-0611,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x7aae2a85f39f1ff9,entries/metabolic/astaxanthin-long-gen-0611/longevity/v1
unknown,glutathione-long-gen-0655,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x84503342b9077d2d,entries/metabolic/glutathione-long-gen-0655/longevity/v1
unknown,inositol-meta-gen-0468,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x21a108ddb3b915b4,entries/metabolic/inositol-meta-gen-0468/metabolic/v1
unknown,chromium-meta-gen-0422,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x17ed95683234db13,entries/metabolic/chromium-meta-gen-0422/metabolic/v1
unknown,astaxanthin-long-gen-0671,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x72312248ea7431a7,entries/metabolic/astaxanthin-long-gen-0671/longevity/v1
unknown,carnitine-meta-gen-0489,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x0479622a1b1f5cc9,entries/metabolic/carnitine-meta-gen-0489/metabolic/v1
unknown,astaxanthin-long-gen-0631,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xb0563467926a4d68,entries/metabolic/astaxanthin-long-gen-0631/longevity/v1
unknown,spermidine-long-gen-0618,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x4f1940a0aac64c29,entries/metabolic/spermidine-long-gen-0618/longevity/v1
unknown,fenugreek-meta-gen-0407,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x8bb2a8cb28a4f190,entries/metabolic/fenugreek-meta-gen-0407/metabolic/v1
unknown,resveratrol-meta-gen-0435,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x8fbac53bc16fa6a7,entries/metabolic/resveratrol-meta-gen-0435/metabolic/v1
unknown,vanadium-meta-gen-0500,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xd9e4bb321801f4cc,entries/metabolic/vanadium-meta-gen-0500/metabolic/v1
unknown,alpha-lipoic-acid-long-gen-0672,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x9b02be6498e857f9,entries/metabolic/alpha-lipoic-acid-long-gen-0672/longevity/v1
unknown,fisetin-long-gen-0665,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x4489b1b79042cf77,entries/metabolic/fisetin-long-gen-0665/longevity/v1
unknown,coq10-long-gen-0629,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0x66e9b67f77ca4986,entries/metabolic/coq10-long-gen-0629/longevity/v1
unknown,chromium-meta-gen-0442,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xaeb2ae8b4c8d6e4b,entries/metabolic/chromium-meta-gen-0442/metabolic/v1
unknown,coq10-meta-gen-0410,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x7c86dd4a2468f196,entries/metabolic/coq10-meta-gen-0410/metabolic/v1
unknown,quercetin-long-gen-0666,Black,FAIL,0.9999,0.0,3,0x6036438e1b958d88,0xb0f85ad6b9afc45b,entries/metabolic/quercetin-long-gen-0666/longevity/v1
unknown,omega-3-meta-gen-0451,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0x20f81f9ba1453fe5,entries/metabolic/omega-3-meta-gen-0451/metabolic/v1
unknown,omega-3-meta-gen-0491,Silver,PASS,0.8423,0.0,3,0x6036438e1b958d88,0xf809e854405021d8,entries/metabolic/omega-3-meta-gen-0491/metabolic/v1
unknown,evening-primrose-infl-inf18,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0xa9679b79953c6930,entries/immune/evening-primrose-infl-inf18/inflammation/v1
unknown,turmeric-oil-infl-inf17,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0xe78618bea6fe30b6,entries/immune/turmeric-oil-infl-inf17/inflammation/v1
unknown,cordyceps-imm-imm16,Gold,PASS,0.9999,0.0,3,0x6036438e1b958d88,0x966fbf2a1659a826,entries/immune/cordyceps-imm-imm16/immune/v1
unknown,zinc-imm-imm05,Gold,PASS,0.9999,0.0,3,0x6036438e1b958d88,0x5a4647c064635d5e,entries/immune/zinc-imm-imm05/immune/v1
unknown,curcumin-infl-inf01,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x71dc3f0387afda87,entries/immune/curcumin-infl-inf01/inflammation/v1
unknown,black-currant-infl-inf19,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x757be684a601c41b,entries/immune/black-currant-infl-inf19/inflammation/v1
unknown,lactobacillus-rhamnosus-imm-lact-ecz,Gold,PASS,0.9203,0.0,3,0x6036438e1b958d88,0x58256aaa6616f8a0,entries/immune/lactobacillus-rhamnosus-imm-lact-ecz/immune_health/v1
unknown,astaxanthin-infl-inf09,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x2645c3e648e40280,entries/immune/astaxanthin-infl-inf09/inflammation/v1
unknown,elderberry-imm-elder-urti,Gold,PASS,0.9999,0.0,3,0x6036438e1b958d88,0x5c4dcf503c2b0020,entries/immune/elderberry-imm-elder-urti/immune_health/v1
unknown,beta-glucan-imm-beta-gluc,Silver,PASS,0.8503,0.0,3,0x6036438e1b958d88,0xf2522f391b28db06,entries/immune/beta-glucan-imm-beta-gluc/immune_health/v1
unknown,boswellia-infl-inf02,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x53392faf696cdd42,entries/immune/boswellia-infl-inf02/inflammation/v1
unknown,collagen-infl-inf11,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x332cb40af58adc52,entries/immune/collagen-infl-inf11/inflammation/v1
unknown,green-tea-infl-inf07,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0xc66691b3aba013de,entries/immune/green-tea-infl-inf07/inflammation/v1
unknown,vitamin-c-infl-inf15,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x9112140678086a26,entries/immune/vitamin-c-infl-inf15/inflammation/v1
unknown,omega-3-infl-inf03,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x6421cdbbc81daa69,entries/immune/omega-3-infl-inf03/inflammation/v1
unknown,chlorella-imm-imm15,Gold,PASS,0.9999,0.0,3,0x6036438e1b958d88,0xa704d9da4538234f,entries/immune/chlorella-imm-imm15/immune/v1
unknown,quercetin-imm-querc-allergy,Red,AMBER,0.5621,0.0,3,0x6036438e1b958d88,0x3cd60886cbb791bb,entries/immune/quercetin-imm-querc-allergy/immune_health/v1
unknown,black-cumin-seed-imm-bcp-imm,Gold,PASS,0.9999,0.0,3,0x6036438e1b958d88,0x11bc66d2f68b9507,entries/immune/black-cumin-seed-imm-bcp-imm/immune_health/v1
unknown,colostrum-imm-imm08,Gold,PASS,0.9999,0.0,3,0x6036438e1b958d88,0x4e7dd5de0853bc82,entries/immune/colostrum-imm-imm08/immune/v1
unknown,vitamin-d-imm-vitd-immune,Silver,PASS,0.871,0.0,3,0x6036438e1b958d88,0xdba756827ca01b80,entries/immune/vitamin-d-imm-vitd-immune/immune_health/v1
unknown,propolis-imm-imm09,Gold,PASS,0.9999,0.0,3,0x6036438e1b958d88,0x7584230838df6e50,entries/immune/propolis-imm-imm09/immune/v1
unknown,andrographis-imm-imm10,Gold,PASS,0.9999,0.0,3,0x6036438e1b958d88,0xebf0b63e7e337ce5,entries/immune/andrographis-imm-imm10/immune/v1
unknown,reishi-imm-imm17,Gold,PASS,0.9999,0.0,3,0x6036438e1b958d88,0x6e557ffc68100197,entries/immune/reishi-imm-imm17/immune/v1
unknown,quercetin-imm-imm11,Gold,PASS,0.9999,0.0,3,0x6036438e1b958d88,0xbc8c5b993ba9f1c2,entries/immune/quercetin-imm-imm11/immune/v1
unknown,spirulina-imm-imm14,Gold,PASS,0.9999,0.0,3,0x6036438e1b958d88,0x9ecdcb87e72e5acd,entries/immune/spirulina-imm-imm14/immune/v1
unknown,vitamin-c-imm-imm03,Gold,PASS,0.9999,0.0,3,0x6036438e1b958d88,0x55f498083f1c50fb,entries/immune/vitamin-c-imm-imm03/immune/v1
unknown,sulforaphane-infl-inf14,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0xc4e335a05d697bff,entries/immune/sulforaphane-infl-inf14/inflammation/v1
unknown,bromelain-infl-inf06,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x2545950d5bf69c66,entries/immune/bromelain-infl-inf06/inflammation/v1
unknown,selenium-imm-imm06,Gold,PASS,0.9999,0.0,3,0x6036438e1b958d88,0xbd198cf31aeecb2e,entries/immune/selenium-imm-imm06/immune/v1
unknown,glutathione-imm-imm13,Gold,PASS,0.9999,0.0,3,0x6036438e1b958d88,0x21c55a79d55651ee,entries/immune/glutathione-imm-imm13/immune/v1
unknown,shiitake-imm-imm19,Gold,PASS,0.9999,0.0,3,0x6036438e1b958d88,0xd86f606aa8067d6d,entries/immune/shiitake-imm-imm19/immune/v1
unknown,quercetin-infl-inf05,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x45773b71104fbe77,entries/immune/quercetin-infl-inf05/inflammation/v1
unknown,echinacea-imm-imm01,Gold,PASS,0.9999,0.0,3,0x6036438e1b958d88,0xf795f4b44b44e989,entries/immune/echinacea-imm-imm01/immune/v1
unknown,hyaluronic-acid-infl-inf13,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0xafa9528126bce590,entries/immune/hyaluronic-acid-infl-inf13/inflammation/v1
unknown,maitake-imm-imm18,Gold,PASS,0.9999,0.0,3,0x6036438e1b958d88,0x4f89aa55a4224c7e,entries/immune/maitake-imm-imm18/immune/v1
unknown,pycnogenol-infl-inf10,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0xfe1d55d973ca0563,entries/immune/pycnogenol-infl-inf10/inflammation/v1
unknown,turkey-tail-imm-imm20,Gold,PASS,0.9999,0.0,3,0x6036438e1b958d88,0x6558b4bdba5482ce,entries/immune/turkey-tail-imm-imm20/immune/v1
unknown,elderberry-imm-imm02,Gold,PASS,0.9999,0.0,3,0x6036438e1b958d88,0xf66f13d412c69583,entries/immune/elderberry-imm-imm02/immune/v1
unknown,beta-glucans-imm-imm07,Gold,PASS,0.9999,0.0,3,0x6036438e1b958d88,0x1bbf4e6746a13a8d,entries/immune/beta-glucans-imm-imm07/immune/v1
unknown,vitamin-d-imm-imm04,Gold,PASS,0.9999,0.0,3,0x6036438e1b958d88,0x07186fd66ba22f49,entries/immune/vitamin-d-imm-imm04/immune/v1
unknown,n-acetyl-cysteine-imm-imm12,Gold,PASS,0.9999,0.0,3,0x6036438e1b958d88,0x78b774564af694dc,entries/immune/n-acetyl-cysteine-imm-imm12/immune/v1
unknown,vitamin-d-infl-gen-0536,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0xbba08610d5b5778c,entries/immune/vitamin-d-infl-gen-0536/inflammation/v1
unknown,collagen-infl-gen-0515,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x727d46709c5ab6b0,entries/immune/collagen-infl-gen-0515/inflammation/v1
unknown,zinc-infl-gen-0578,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x2f16b5770e8e6762,entries/immune/zinc-infl-gen-0578/inflammation/v1
unknown,collagen-infl-gen-0575,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x385ab1fbbb269029,entries/immune/collagen-infl-gen-0575/inflammation/v1
unknown,quercetin-infl-gen-0505,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x3eca35bea95a691c,entries/immune/quercetin-infl-gen-0505/inflammation/v1
unknown,chondroitin-infl-gen-0554,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x94cd81dd133e6112,entries/immune/chondroitin-infl-gen-0554/inflammation/v1
unknown,sam-e-infl-gen-0532,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x31a7fdbe3c8dd350,entries/immune/sam-e-infl-gen-0532/inflammation/v1
unknown,ginger-infl-gen-0544,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x2c7fe40318a3c443,entries/immune/ginger-infl-gen-0544/inflammation/v1
unknown,spirulina-infl-gen-0560,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x5f539f929cb5916e,entries/immune/spirulina-infl-gen-0560/inflammation/v1
unknown,curcumin-infl-gen-0541,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x3534957ab7a1172e,entries/immune/curcumin-infl-gen-0541/inflammation/v1
unknown,bromelain-infl-gen-0548,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0xd58fa642f476f57c,entries/immune/bromelain-infl-gen-0548/inflammation/v1
unknown,vitamin-c-infl-gen-0557,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0xa1cff9d7e36d040c,entries/immune/vitamin-c-infl-gen-0557/inflammation/v1
unknown,bromelain-infl-gen-0568,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x18e800e50d2ca097,entries/immune/bromelain-infl-gen-0568/inflammation/v1
unknown,vitamin-d-infl-gen-0516,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0xba25bc41c8786908,entries/immune/vitamin-d-infl-gen-0516/inflammation/v1
unknown,boswellia-infl-gen-0523,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x14f80086de1213d1,entries/immune/boswellia-infl-gen-0523/inflammation/v1
unknown,n-acetyl-cysteine-infl-gen-0519,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x03df1588cd5777d7,entries/immune/n-acetyl-cysteine-infl-gen-0519/inflammation/v1
unknown,spirulina-infl-gen-0540,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0xbe1139cfdd8a2842,entries/immune/spirulina-infl-gen-0540/inflammation/v1
unknown,white-willow-infl-gen-0550,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x533b67bb4dee0650,entries/immune/white-willow-infl-gen-0550/inflammation/v1
unknown,green-tea-infl-gen-0507,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0xb8ac3f8cc22975fa,entries/immune/green-tea-infl-gen-0507/inflammation/v1
unknown,zinc-infl-gen-0518,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x3114cb5d2d85cffb,entries/immune/zinc-infl-gen-0518/inflammation/v1
unknown,resveratrol-infl-inf08,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x44e47da064354b4e,entries/immune/resveratrol-infl-inf08/inflammation/v1
unknown,chondroitin-infl-gen-0574,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0xaa433864e211d563,entries/immune/chondroitin-infl-gen-0574/inflammation/v1
unknown,glucosamine-infl-gen-0533,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x4c1edbbeda603f12,entries/immune/glucosamine-infl-gen-0533/inflammation/v1
unknown,msm-infl-inf12,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x2428e2abf5ddd832,entries/immune/msm-infl-inf12/inflammation/v1
unknown,msm-infl-gen-0531,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x964b73ec4ca3b113,entries/immune/msm-infl-gen-0531/inflammation/v1
unknown,white-willow-infl-gen-0510,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x2e0afc37322c5527,entries/immune/white-willow-infl-gen-0510/inflammation/v1
unknown,glucosamine-infl-gen-0573,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x71f4f7db6bf2ba6d,entries/immune/glucosamine-infl-gen-0573/inflammation/v1
unknown,spirulina-infl-gen-0580,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x67ed53791d12fef5,entries/immune/spirulina-infl-gen-0580/inflammation/v1
unknown,bromelain-infl-gen-0508,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x84e46b9c91509804,entries/immune/bromelain-infl-gen-0508/inflammation/v1
unknown,curcumin-infl-gen-0561,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x1315c629aa9be33f,entries/immune/curcumin-infl-gen-0561/inflammation/v1
unknown,n-acetyl-cysteine-infl-gen-0579,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x28dd3a36c681c142,entries/immune/n-acetyl-cysteine-infl-gen-0579/inflammation/v1
unknown,msm-infl-gen-0551,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0x6d2c585040e11787,entries/immune/msm-infl-gen-0551/inflammation/v1
unknown,omega-3-infl-gen-0562,Black,FAIL,0.9952,24.3,3,0x6036438e1b958d88,0xeb328f10f11ac058,entries/immune/omega-3-infl-gen-0562/inflammation/v1
